drive,fileextension,filename,filepath,fullpath,hostname,username
c,dll,powercpl.dll,Windows\System32,c:\Windows\System32\powercpl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,vsswmi.dll,Windows\System32\wbem,c:\Windows\System32\wbem\vsswmi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mssphtb.dll,Windows\System32,c:\Windows\System32\mssphtb.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,lpksetupproxyserv.dll,Windows\System32,c:\Windows\System32\lpksetupproxyserv.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,,,Windows\syswow64,C:\Windows\syswow64,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,sstpsvc.dll,Windows\System32,c:\Windows\System32\sstpsvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,pcw.sys,Windows\System32\drivers,c:\Windows\System32\drivers\pcw.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,win32_tpm.dll,Windows\SysWOW64\wbem,c:\Windows\SysWOW64\wbem\win32_tpm.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,IMEPADSM.DLL,Windows\System32\IME\shared,c:\Windows\System32\IME\shared\IMEPADSM.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,dsdmo.dll,Windows\System32,c:\Windows\System32\dsdmo.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,scrobj.dll,Windows\System32,c:\Windows\System32\scrobj.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,fltMgr.sys,Windows\System32\drivers,c:\Windows\System32\drivers\fltMgr.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,ddrawex.dll,Windows\System32,c:\Windows\System32\ddrawex.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msrating.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msrating.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,wbengine.exe,Windows\System32,c:\Windows\System32\wbengine.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,bwcontexthandler.dll,Windows\System32,c:\Windows\System32\bwcontexthandler.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,MPG4DECD.DLL,Windows\System32,c:\Windows\System32\MPG4DECD.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mswmdm.dll,Windows\System32,c:\Windows\System32\mswmdm.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,ndistapi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ndistapi.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,cpl,wscui.cpl,Windows\System32,c:\Windows\System32\wscui.cpl,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,TabIpsps.dll,Program Files\Common Files\Microsoft Shared\ink,C:\Program Files\Common Files\Microsoft Shared\ink\TabIpsps.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,auxiliarydisplaydriverlib.dll,Windows\System32,c:\Windows\System32\auxiliarydisplaydriverlib.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,wmpnetwk.exe,program files\windows media player,c:\program files\windows media player\wmpnetwk.exe,NT0002LNO,NT SERVICE\TrustedInstaller
c,dll,azroleui.dll,Windows\System32,c:\Windows\System32\azroleui.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmiutils.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wmiutils.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,imever.dll,Windows\System32\IME\shared,c:\Windows\System32\IME\shared\imever.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,accessibilitycpl.dll,Windows\System32,c:\Windows\System32\accessibilitycpl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,Wpc.dll,Windows\System32,c:\Windows\System32\Wpc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,spp.dll,Windows\System32,c:\Windows\System32\spp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,VIDRESZR.DLL,Windows\SysWOW64,c:\Windows\SysWOW64\VIDRESZR.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,uiautomationcore.dll,Windows\System32,c:\Windows\System32\uiautomationcore.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,auditnativesnapin.dll,Windows\System32,c:\Windows\System32\auditnativesnapin.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,ax,ksproxy.ax,Windows\System32,c:\Windows\System32\ksproxy.ax,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,vbscript.dll,Windows\SysWOW64,c:\Windows\SysWOW64\vbscript.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,ieaksie.dll,Windows\System32,c:\Windows\System32\ieaksie.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,auxiliarydisplaycpl.dll,Windows\System32,c:\Windows\System32\auxiliarydisplaycpl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,structuredquery.dll,Windows\System32,c:\Windows\System32\structuredquery.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wsdscanproxy.dll,Windows\System32,c:\Windows\System32\wsdscanproxy.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,nlmgp.dll,Windows\SysWOW64,c:\Windows\SysWOW64\nlmgp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,sppsvc.exe,Windows\System32,c:\Windows\System32\sppsvc.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wscisvif.dll,Windows\System32,c:\Windows\System32\wscisvif.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,FXSCOMEX.dll,Windows\System32,c:\Windows\System32\FXSCOMEX.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,resampledmo.dll,Windows\SysWOW64,c:\Windows\SysWOW64\resampledmo.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,tbssvc.dll,Windows\System32,c:\Windows\System32\tbssvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,provsvc.dll,Windows\System32,c:\Windows\System32\provsvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,msahci.sys,Windows\System32\drivers,c:\Windows\System32\drivers\msahci.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,puiapi.dll,Windows\System32,c:\Windows\System32\puiapi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmalfxgfxdsp.dll,Windows\System32,c:\Windows\System32\wmalfxgfxdsp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msfeedsbs.dll,Windows\System32,c:\Windows\System32\msfeedsbs.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,udfs.sys,Windows\System32\drivers,c:\Windows\System32\drivers\udfs.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,acropdfimpl.dll,program files (x86)\common files\Adobe\Acrobat\ActiveX,c:\program files (x86)\common files\Adobe\Acrobat\ActiveX\acropdfimpl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,iashlpr.dll,Windows\System32,c:\Windows\System32\iashlpr.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,stdprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\stdprov.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,adsldp.dll,Windows\System32,c:\Windows\System32\adsldp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,bitsprx4.dll,Windows\System32,c:\Windows\System32\bitsprx4.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,rshx32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\rshx32.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,winsyncproviders.dll,Windows\System32,c:\Windows\System32\winsyncproviders.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,tscfgwmi.dll,Windows\System32,c:\Windows\System32\tscfgwmi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,iyuv_32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\iyuv_32.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,imkrapi.dll,Windows\System32\IME\imekr8,c:\Windows\System32\IME\imekr8\imkrapi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mmcndmgr.dll,Windows\System32,c:\Windows\System32\mmcndmgr.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,l2nacp.dll,Windows\System32,c:\Windows\System32\l2nacp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wiascanprofiles.dll,Windows\System32,c:\Windows\System32\wiascanprofiles.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,txflog.dll,Windows\System32,c:\Windows\System32\txflog.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,ipbusenumproxy.dll,Windows\SysWOW64,c:\Windows\SysWOW64\ipbusenumproxy.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,portabledevicewmdrm.dll,Windows\System32,c:\Windows\System32\portabledevicewmdrm.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,OneDrive.exe,Users\$user\AppData\Local\microsoft\OneDrive,c:\Users\$user\AppData\Local\microsoft\OneDrive\OneDrive.exe,NT0002LNO,$domain\$user
c,sys,tunnel.sys,Windows\System32\drivers,c:\Windows\System32\drivers\tunnel.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,taskschdps.dll,Windows\System32,c:\Windows\System32\taskschdps.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,AuthFWGP.dll,Windows\System32,c:\Windows\System32\AuthFWGP.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,scripto.dll,Windows\System32,c:\Windows\System32\scripto.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,sffdisk.sys,Windows\System32\drivers,c:\Windows\System32\drivers\sffdisk.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,Display.dll,Windows\SysWOW64,c:\Windows\SysWOW64\Display.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wscsvc.dll,Windows\System32,c:\Windows\System32\wscsvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,iepeers.dll,Windows\System32,c:\Windows\System32\iepeers.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,mshta.exe,Windows\SysWOW64,c:\Windows\SysWOW64\mshta.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mspbda.dll,Windows\System32,c:\Windows\System32\mspbda.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wiadefui.dll,Windows\System32,c:\Windows\System32\wiadefui.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,hgcpl.dll,Windows\System32,c:\Windows\System32\hgcpl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,winsockhc.dll,Windows\System32,c:\Windows\System32\winsockhc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,wanarp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\wanarp.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,browser.dll,Windows\System32,c:\Windows\System32\browser.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,ax,psisrndr.ax,Windows\System32,c:\Windows\System32\psisrndr.ax,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,devenum.dll,Windows\SysWOW64,c:\Windows\SysWOW64\devenum.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,qmgr.dll,Windows\System32,c:\Windows\System32\qmgr.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,findnetprinters.dll,Windows\System32,c:\Windows\System32\findnetprinters.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,ehjpnime.dll,Windows\ehome,c:\Windows\ehome\ehjpnime.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,tdpipe.sys,Windows\System32\drivers,c:\Windows\System32\drivers\tdpipe.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,themeui.dll,Windows\System32,c:\Windows\System32\themeui.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,evr.dll,Windows\SysWOW64,c:\Windows\SysWOW64\evr.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmdrmsdk.dll,Windows\System32,c:\Windows\System32\wmdrmsdk.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,Mcx2Svc.dll,Windows\System32,c:\Windows\System32\Mcx2Svc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,i8042prt.sys,Windows\System32\drivers,c:\Windows\System32\drivers\i8042prt.sys,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,MSTTSFrontendENU.dll,Program Files (x86)\Common Files\SpeechEngines\Microsoft\TTS20\en-US,C:\Program Files (x86)\Common Files\SpeechEngines\Microsoft\TTS20\en-US\MSTTSFrontendENU.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,ehstorapi.dll,Windows\System32,c:\Windows\System32\ehstorapi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,vdswmi.dll,Windows\System32\wbem,c:\Windows\System32\wbem\vdswmi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,InkDiv.dll,Program Files\Common Files\Microsoft Shared\ink,C:\Program Files\Common Files\Microsoft Shared\ink\InkDiv.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,AudioEng.dll,Windows\System32,c:\Windows\System32\AudioEng.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,ImSCCfg.DLL,Windows\System32\IME\IMESC5,c:\Windows\System32\IME\IMESC5\ImSCCfg.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,fontext.dll,Windows\System32,c:\Windows\System32\fontext.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wiaservc.dll,Windows\System32,c:\Windows\System32\wiaservc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,errdev.sys,Windows\System32\drivers,c:\Windows\System32\drivers\errdev.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,profsvc.dll,Windows\System32,c:\Windows\System32\profsvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,journal.dll,Program Files\Common Files\Microsoft Shared\ink,C:\Program Files\Common Files\Microsoft Shared\ink\journal.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,setupcln.dll,Windows\System32,c:\Windows\System32\setupcln.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,WMNetMgr.dll,Windows\SysWOW64,c:\Windows\SysWOW64\WMNetMgr.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,swenum.sys,Windows\System32\drivers,c:\Windows\System32\drivers\swenum.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,atl.dll,Windows\System32,c:\Windows\System32\atl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wtv2dvrms.dll,Windows\ehome,c:\Windows\ehome\wtv2dvrms.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,cbva.dll,Windows\ehome,c:\Windows\ehome\cbva.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wiascanprofiles.dll,Windows\SysWOW64,c:\Windows\SysWOW64\wiascanprofiles.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,WmiApSrv.exe,Windows\System32\wbem,c:\Windows\System32\wbem\WmiApSrv.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msdtckrm.dll,Windows\System32,c:\Windows\System32\msdtckrm.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,WMIsvc.dll,Windows\System32\wbem,c:\Windows\System32\wbem\WMIsvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,racpldlg.dll,Windows\System32,c:\Windows\System32\racpldlg.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msnetobj.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msnetobj.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,encapi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\encapi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,portabledeviceconnectapi.dll,Windows\System32,c:\Windows\System32\portabledeviceconnectapi.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,sensorsclassextension.dll,Windows\System32,c:\Windows\System32\sensorsclassextension.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmipcima.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wmipcima.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,hidusb.sys,Windows\System32\drivers,c:\Windows\System32\drivers\hidusb.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,SYS,ULIAGPKX.SYS,Windows\System32\drivers,c:\Windows\System32\drivers\ULIAGPKX.SYS,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,portabledeviceclassextension.dll,Windows\System32,c:\Windows\System32\portabledeviceclassextension.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,defragsvc.dll,Windows\System32,c:\Windows\System32\defragsvc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,IMJP10K.DLL,Windows\System32,c:\Windows\System32\IMJP10K.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
C,,,Windows\system32,C:\Windows\system32,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,DXP.dll,Windows\System32,c:\Windows\System32\DXP.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,packager.dll,Windows\System32,c:\Windows\System32\packager.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,fdWSD.dll,Windows\System32,c:\Windows\System32\fdWSD.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,dnscmmc.dll,Windows\System32,c:\Windows\System32\dnscmmc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmpcm.dll,Windows\System32,c:\Windows\System32\wmpcm.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmpmde.dll,Windows\SysWOW64,c:\Windows\SysWOW64\wmpmde.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,biocredprov.dll,Windows\System32,c:\Windows\System32\biocredprov.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,EXE,rdpclip.EXE,Windows\system32,C:\Windows\system32\rdpclip.EXE,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,printui.dll,Windows\System32,c:\Windows\System32\printui.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mfmjpegdec.dll,Windows\System32,c:\Windows\System32\mfmjpegdec.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,gdi32.dll,Windows\System32,C:\Windows\System32\gdi32.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,smb.sys,Windows\System32\drivers,c:\Windows\System32\drivers\smb.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,mrxsmb20.sys,Windows\System32\drivers,c:\Windows\System32\drivers\mrxsmb20.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mscormmc.dll,Windows\microsoft.net\framework\v1.0.3705,c:\Windows\microsoft.net\framework\v1.0.3705\mscormmc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,fdPnp.dll,Windows\SysWOW64,c:\Windows\SysWOW64\fdPnp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,srpuxnativesnapin.dll,Windows\System32,c:\Windows\System32\srpuxnativesnapin.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,devicecenter.dll,Windows\System32,c:\Windows\System32\devicecenter.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,iasrad.dll,Windows\System32,c:\Windows\System32\iasrad.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,winhttp.dll,Windows\System32,c:\Windows\System32\winhttp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,svchost.exe,Windows\System32,c:\Windows\System32\svchost.exe,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,dpnet.dll,Windows\System32,C:\Windows\System32\dpnet.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,LAPRXY.DLL,Windows\System32,c:\Windows\System32\LAPRXY.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wdc.dll,Windows\System32,c:\Windows\System32\wdc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,qedit.dll,Windows\System32,c:\Windows\System32\qedit.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msdtcuiu.dll,Windows\System32,c:\Windows\System32\msdtcuiu.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,umpass.sys,Windows\System32\drivers,c:\Windows\System32\drivers\umpass.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,MFWMAAEC.DLL,Windows\SysWOW64,c:\Windows\SysWOW64\MFWMAAEC.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mscandui.dll,Windows\System32,c:\Windows\System32\mscandui.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,vdsbas.dll,Windows\System32,c:\Windows\System32\vdsbas.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wmdrmsdk.dll,Windows\SysWOW64,c:\Windows\SysWOW64\wmdrmsdk.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,asyncmac.sys,Windows\System32\drivers,c:\Windows\System32\drivers\asyncmac.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,AhAScr.dll,program files\avast software\Avast,c:\program files\avast software\Avast\AhAScr.dll,NT0002LNO,BUILTIN\Administrators
c,dll,msv1_0.dll,Windows\System32,c:\Windows\System32\msv1_0.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,mfds.dll,Windows\System32,c:\Windows\System32\mfds.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,taskbarcpl.dll,Windows\System32,c:\Windows\System32\taskbarcpl.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,tcpmon.dll,Windows\System32,C:\Windows\System32\tcpmon.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,photometadatahandler.dll,Windows\SysWOW64,c:\Windows\SysWOW64\photometadatahandler.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,wpdshserviceobj.dll,Windows\System32,c:\Windows\System32\wpdshserviceobj.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msrdpwebaccess.dll,Windows\System32,c:\Windows\System32\msrdpwebaccess.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,tschannel.dll,Windows\SysWOW64,c:\Windows\SysWOW64\tschannel.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,ie4uinit.exe,Windows\System32,c:\Windows\System32\ie4uinit.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,DLL,VIDRESZR.DLL,Windows\System32,c:\Windows\System32\VIDRESZR.DLL,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,iertutil.dll,Windows\SysWOW64,c:\Windows\SysWOW64\iertutil.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,ax,vidcap.ax,Windows\SysWOW64,c:\Windows\SysWOW64\vidcap.ax,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,msiexec.exe,Windows\System32,c:\Windows\System32\msiexec.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,fdbthproxy.dll,Windows\System32,c:\Windows\System32\fdbthproxy.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,stclient.dll,Windows\System32,c:\Windows\System32\stclient.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,WmiPrvSD.dll,Windows\System32\wbem,c:\Windows\System32\wbem\WmiPrvSD.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,npmproxy.dll,Windows\System32,c:\Windows\System32\npmproxy.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,synth3dvsc.sys,Windows\System32\drivers,c:\Windows\System32\drivers\synth3dvsc.sys,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,oleaut32.dll,Windows\System32,C:\Windows\System32\oleaut32.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,thawbrkr.dll,Windows\System32,c:\Windows\System32\thawbrkr.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,VMBusHID.sys,Windows\System32\drivers,c:\Windows\System32\drivers\VMBusHID.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,fdc.sys,Windows\System32\drivers,c:\Windows\System32\drivers\fdc.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,appinfo.dll,Windows\System32,c:\Windows\System32\appinfo.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,ndiscap.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ndiscap.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,imgutil.dll,Windows\System32,c:\Windows\System32\imgutil.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msrating.dll,Windows\System32,c:\Windows\System32\msrating.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,pnpxassocprx.dll,Windows\System32,c:\Windows\System32\pnpxassocprx.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,cpl,bthprops.cpl,Windows\SysWOW64,c:\Windows\SysWOW64\bthprops.cpl,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,amdsbs.sys,Windows\System32\drivers,c:\Windows\System32\drivers\amdsbs.sys,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,msieftp.dll,Windows\System32,c:\Windows\System32\msieftp.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,rshx32.dll,Windows\System32,c:\Windows\System32\rshx32.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,colorui.dll,Windows\System32,c:\Windows\System32\colorui.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,sfloppy.sys,Windows\System32\drivers,c:\Windows\System32\drivers\sfloppy.sys,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,shell32.dll,Windows\SysWOW64,C:\Windows\SysWOW64\shell32.dll,NT0002LNO,NT AUTHORITY\SYSTEM
C,dll,usp10.dll,Windows\System32,C:\Windows\System32\usp10.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,dllhost.exe,Windows\System32,c:\Windows\System32\dllhost.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,dxdiagn.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dxdiagn.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,ucmhc.dll,Windows\System32,c:\Windows\System32\ucmhc.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,exe,ie4uinit.exe,Windows\SysWOW64,c:\Windows\SysWOW64\ie4uinit.exe,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,iassam.dll,Windows\System32,c:\Windows\System32\iassam.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,dll,diskcopy.dll,Windows\System32,c:\Windows\System32\diskcopy.dll,NT0002LNO,NT AUTHORITY\SYSTEM
c,sys,usbprint.sys,Windows\System32\drivers,c:\Windows\System32\drivers\usbprint.sys,NT0002LNO,NT AUTHORITY\SYSTEM
