arguments,hostname,name,path,pid,username
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s AudioEndpointBuilder,SN0005GJL,svchost.exe,c:\windows\system32,3356,NT AUTHORITY\SYSTEM
,SN0005GJL,SecurityHealthService.exe,,868,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k unistacksvcgroup -s CDPUserSvc,SN0005GJL,svchost.exe,c:\windows\system32,4080,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s WebClient,SN0005GJL,svchost.exe,c:\windows\system32,2376,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k networkservice -p -s Dnscache,SN0005GJL,svchost.exe,c:\windows\system32,3476,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k networkservice -p -s TapiSrv,SN0005GJL,svchost.exe,c:\windows\system32,1756,NT AUTHORITY\SYSTEM
,SN0005GJL,SgrmBroker.exe,,3020,NT AUTHORITY\SYSTEM
"""dwm.exe""",SN0005GJL,dwm.exe,C:\Windows\System32,3772,NT AUTHORITY\SYSTEM
"""C:\Users\patri.cla\AppData\Local\slack\app-3.1.1\slack.exe"" --type=gpu-process --no-sandbox --supports-dual-gpus=false --gpu-driver-bug-workarounds=7 10 11 20 24 26 43 63 76 --disable-gl-extensions=""GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent"" --gpu-vendor-id=0x8086 --gpu-device-id=0x0a16 --gpu-driver-vendor=""Intel Corporation"" --gpu-driver-version=20.19.15.4331 --gpu-driver-date=11-18-2015 --service-request-channel-token=801A57F64621336F74806802DB83B30B --mojo-platform-channel-handle=1628 /prefetch:2",SN0005GJL,slack.exe,C:\Users\patri.cla\AppData\Local\slack\app-3.1.1,3891,patri.cla
c:\windows\system32\svchost.exe -k networkservice -p -s LanmanWorkstation,SN0005GJL,svchost.exe,c:\windows\system32,5080,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s BthAvctpSvc,SN0005GJL,svchost.exe,c:\windows\system32,5056,NT AUTHORITY\SYSTEM
,SN0005GJL,csrss.exe,,4620,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -p -s Dhcp,SN0005GJL,svchost.exe,c:\windows\system32,4004,NT AUTHORITY\SYSTEM
,SN0005GJL,wininit.exe,,3480,NT AUTHORITY\SYSTEM
C:\Windows\System32\spoolsv.exe,SN0005GJL,spoolsv.exe,C:\Windows\System32,912,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",SN0005GJL,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,2032,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -s BTAGService,SN0005GJL,svchost.exe,c:\windows\system32,2696,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s SysMain,SN0005GJL,svchost.exe,c:\windows\system32,5828,NT AUTHORITY\SYSTEM
,SN0005GJL,NisSrv.exe,,2648,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k networkservice -p -s NlaSvc,SN0005GJL,svchost.exe,c:\windows\system32,4308,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k appmodel -p -s StateRepository,SN0005GJL,svchost.exe,c:\windows\system32,5020,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k NetworkService -p -s DoSvc,SN0005GJL,svchost.exe,C:\Windows\System32,5716,NT AUTHORITY\SYSTEM
"""C:\Users\patri.cla\AppData\Local\slack\app-3.1.1\slack.exe""",SN0005GJL,slack.exe,C:\Users\patri.cla\AppData\Local\slack\app-3.1.1,3230,patri.cla
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -p -s TimeBrokerSvc,SN0005GJL,svchost.exe,c:\windows\system32,1448,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s bthserv,SN0005GJL,svchost.exe,c:\windows\system32,264,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",SN0005GJL,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,5977,patri.cla
c:\windows\system32\svchost.exe -k localserviceandnoimpersonation -p -s SSDPSRV,SN0005GJL,svchost.exe,c:\windows\system32,1152,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s DsSvc,SN0005GJL,svchost.exe,c:\windows\system32,148,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s Appinfo,SN0005GJL,svchost.exe,c:\windows\system32,5780,NT AUTHORITY\SYSTEM
"C:\Users\patri.cla\AppData\Local\slack\app-3.1.1\slack.exe --reporter-url=https://slack.com/apps/breakpad?instanceUid=c116fa6f-e78f-4f7e-9927-09567265c493&amp;version=3.1.1&amp;channel=prod --application-name=Slack ""--crashes-directory=C:\Users\patri.cla\AppData\Local\Temp\Slack Crashes"" --v=1",SN0005GJL,slack.exe,C:\Users\patri.cla\AppData\Local\slack\app-3.1.1,619,patri.cla
"""C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe"" ",SN0005GJL,jusched.exe,C:\Program Files (x86)\Common Files\Java\Java Update,4924,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",SN0005GJL,AvastUI.exe,C:\Program Files\AVAST Software\Avast,3543,gracie.hug30
taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E},SN0005GJL,taskhostw.exe,c:\windows\system32,1604,NT AUTHORITY\SYSTEM
C:\Windows\system32\BtwRSupportService.exe,SN0005GJL,BtwRSupportService.exe,C:\Windows\system32,1924,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService -p,SN0005GJL,svchost.exe,C:\Windows\system32,5236,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,SN0005GJL,lsass.exe,C:\Windows\system32,4540,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s FontCache,SN0005GJL,svchost.exe,c:\windows\system32,2956,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s netprofm,SN0005GJL,svchost.exe,c:\windows\system32,2640,NT AUTHORITY\SYSTEM
"""fontdrvhost.exe""",SN0005GJL,fontdrvhost.exe,C:\Windows\system32,4744,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s SENS,SN0005GJL,svchost.exe,c:\windows\system32,1484,NT AUTHORITY\SYSTEM
,SN0005GJL,smss.exe,,3384,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s CDPSvc,SN0005GJL,svchost.exe,c:\windows\system32,5532,NT AUTHORITY\SYSTEM
C:\Windows\System32\RuntimeBroker.exe -Embedding,SN0005GJL,RuntimeBroker.exe,C:\Windows\System32,3728,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s SensorService,SN0005GJL,svchost.exe,c:\windows\system32,1212,NT AUTHORITY\SYSTEM
C:\Windows\system32\ApplicationFrameHost.exe -Embedding,SN0005GJL,ApplicationFrameHost.exe,C:\Windows\system32,6172,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s WpnService,SN0005GJL,svchost.exe,c:\windows\system32,768,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s TokenBroker,SN0005GJL,svchost.exe,c:\windows\system32,6252,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s UserManager,SN0005GJL,svchost.exe,c:\windows\system32,1752,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s ProfSvc,SN0005GJL,svchost.exe,c:\windows\system32,1776,NT AUTHORITY\SYSTEM
C:\Windows\System32\WinLogon.exe -SpecialSession,SN0005GJL,WinLogon.exe,C:\Windows\System32,4748,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s TabletInputService,SN0005GJL,svchost.exe,c:\windows\system32,1636,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p,SN0005GJL,svchost.exe,C:\Windows\System32,2872,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k SDRSVC,SN0005GJL,svchost.exe,C:\Windows\system32,6048,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s iphlpsvc,SN0005GJL,svchost.exe,c:\windows\system32,616,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k dcomlaunch -p -s PlugPlay,SN0005GJL,svchost.exe,c:\windows\system32,1512,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s ShellHWDetection,SN0005GJL,svchost.exe,c:\windows\system32,2168,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs,SN0005GJL,svchost.exe,c:\windows\system32,504,NT AUTHORITY\SYSTEM
\??\C:\Windows\system32\conhost.exe 0x4,SN0005GJL,conhost.exe,C:\Windows\system32,3344,NT AUTHORITY\SYSTEM
C:\Windows\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F},SN0005GJL,DllHost.exe,C:\Windows\system32,1812,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -p -s wscsvc,SN0005GJL,svchost.exe,c:\windows\system32,2412,NT AUTHORITY\SYSTEM
,SN0005GJL,AvastSvc.exe,,749,gracie.hug30
"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",SN0005GJL,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,2518,bonthoma15
"""C:\Windows\system32\notepad.exe"" ",SN0005GJL,notepad.exe,C:\Windows\system32,3376,pheo.cam
"""C:\Users\patri.cla\AppData\Local\slack\app-3.1.1\slack.exe"" --type=renderer --disable-pinch --no-sandbox --primordial-pipe-token=B3F36050C50A99BD488162270E67D4DD --lang=en-GB --standard-schemes=slack-resources slack-sounds slack-webapp-dev --app-user-model-id=com.squirrel.slack.slack --app-path=""C:\Users\patri.cla\AppData\Local\slack\app-3.1.1\resources\app.asar"" --node-integration=true --webview-tag=false --no-sandbox --preload=""C:\Users\patri.cla\AppData\Local\slack\app-3.1.1\resources\app.asar\src\static\index.js"" --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0 0 3553;0 1 3553;0 2 3553;0 3 3553;0 4 3553;0 5 3553;0 6 3553;0 7 3553;0 8 3553;0 9 3553;0 10 3553;0 11 3553;0 12 3553;0 13 3553;0 14 3553;0 15 3553;0 16 3553;1 0 3553;1 1 3553;1 2 3553;1 3 3553;1 4 3553;1 5 3553;1 6 3553;1 7 3553;1 8 3553;1 9 3553;1 10 3553;1 11 3553;1 12 3553;1 13 3553;1 14 3553;1 15 3553;1 16 3553;2 0 3553;2 1 3553;2 2 3553;2 3 3553;2 4 3553;2 5 3553;2 6 3553;2 7 3553;2 8 3553;2 9 3553;2 10 3553;2 11 3553;2 12 3553;2 13 3553;2 14 3553;2 15 3553;2 16 3553;3 0 3553;3 1 3553;3 2 3553;3 3 3553;3 4 3553;3 5 3553;3 6 3553;3 7 3553;3 8 3553;3 9 3553;3 10 3553;3 11 3553;3 12 3553;3 13 3553;3 14 3553;3 15 3553;3 16 3553;4 0 3553;4 1 3553;4 2 3553;4 3 3553;4 4 3553;4 5 3553;4 6 3553;4 7 3553;4 8 3553;4 9 3553;4 10 3553;4 11 3553;4 12 3553;4 13 3553;4 14 3553;4 15 3553;4 16 3553 --service-request-channel-token=B3F36050C50A99BD488162270E67D4DD --renderer-client-id=8 --mojo-platform-channel-handle=2336 /prefetch:1",SN0005GJL,slack.exe,C:\Users\patri.cla\AppData\Local\slack\app-3.1.1,2387,patri.cla
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -p -s WinHttpAutoProxySvc,SN0005GJL,svchost.exe,c:\windows\system32,4592,NT AUTHORITY\SYSTEM
C:\Windows\System32\cmd.exe /C w32tm /tz,SN0005GJL,cmd.exe,C:\Windows\System32\cmd.exe,6296,gracie.hug30
sihost.exe,SN0005GJL,sihost.exe,c:\windows\system32,3452,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s WdiServiceHost,SN0009VPD,svchost.exe,c:\windows\system32,4428,NT AUTHORITY\SYSTEM
"""dwm.exe""",SN0009VPD,dwm.exe,C:\Windows\System32,5848,NT AUTHORITY\SYSTEM
sihost.exe,SN0009VPD,sihost.exe,c:\windows\system32,3184,NT AUTHORITY\SYSTEM
,SN0009VPD,services.exe,,2728,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s BthAvctpSvc,SN0009VPD,svchost.exe,c:\windows\system32,5192,NT AUTHORITY\SYSTEM
,SN0009VPD,SgrmBroker.exe,,2564,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s DsSvc,SN0009VPD,svchost.exe,c:\windows\system32,3124,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k NetworkService -p -s DoSvc,SN0009VPD,svchost.exe,C:\Windows\System32,316,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s SysMain,SN0009VPD,svchost.exe,c:\windows\system32,4528,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s Schedule,SN0009VPD,svchost.exe,c:\windows\system32,6372,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s LanmanServer,SN0009VPD,svchost.exe,c:\windows\system32,4912,NT AUTHORITY\SYSTEM
C:\Windows\system32\SettingSyncHost.exe -Embedding,SN0009VPD,SettingSyncHost.exe,C:\Windows\system32,2544,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p,SN0009VPD,svchost.exe,C:\Windows\system32,592,NT AUTHORITY\SYSTEM
,SN0009VPD,SecurityHealthService.exe,,2908,NT AUTHORITY\SYSTEM
"""fontdrvhost.exe""",SN0009VPD,fontdrvhost.exe,C:\Windows\system32,4828,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k LocalService -p,SN0009VPD,svchost.exe,C:\Windows\system32,2100,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs,SN0009VPD,svchost.exe,c:\windows\system32,1252,NT AUTHORITY\SYSTEM
C:\Windows\Explorer.EXE,SN0009VPD,Explorer.EXE,C:\Windows,1176,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\slack\app-3.1.1\slack.exe""",SN0009VPD,slack.exe,C:\Users\a.canderson\AppData\Local\slack\app-3.1.1,2595,a.canderson
,SN0009VPD,csrss.exe,,5932,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k networkservice -p -s CryptSvc,SN0009VPD,svchost.exe,c:\windows\system32,5984,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s nsi,SN0009VPD,svchost.exe,c:\windows\system32,6136,NT AUTHORITY\SYSTEM
C:\Windows\System32\RuntimeBroker.exe -Embedding,SN0009VPD,RuntimeBroker.exe,C:\Windows\System32,1680,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservicenonetwork -p -s DPS,SN0009VPD,svchost.exe,c:\windows\system32,1900,NT AUTHORITY\SYSTEM
,SN0009VPD,MsMpEng.exe,,2272,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s DeviceAssociationService,SN0009VPD,svchost.exe,c:\windows\system32,4500,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s ProfSvc,SN0009VPD,svchost.exe,c:\windows\system32,3612,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s lfsvc,SN0009VPD,svchost.exe,c:\windows\system32,2848,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k DcomLaunch -p,SN0009VPD,svchost.exe,C:\Windows\system32,2764,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k appmodel -p -s StateRepository,SN0009VPD,svchost.exe,c:\windows\system32,1896,NT AUTHORITY\SYSTEM
"""fontdrvhost.exe""",SN0009VPD,fontdrvhost.exe,C:\Windows\System32,2200,NT AUTHORITY\SYSTEM
"""C:\Program Files\AVAST Software\Avast\AvastUI.exe"" /welcome",SN0009VPD,AvastUI.exe,C:\Program Files\AVAST Software\Avast,4963,brilon41
"""C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe"" -ServerName:CortanaUI.AppXa50dqqa5gqv4a428c9y1jjw7m3btvepj.mca",SN0009VPD,SearchUI.exe,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy,4588,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",SN0009VPD,ShellExperienceHost.exe,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy,3904,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s SstpSvc,SN0009VPD,svchost.exe,c:\windows\system32,4716,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",SN0009VPD,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,3449,victoria.bell
"""C:\Windows\system32\SearchFilterHost.exe"" 0 736 740 748 8192 744 ",SN0009VPD,SearchFilterHost.exe,C:\Windows\system32,5424,NT AUTHORITY\SYSTEM
"""C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca",SN0009VPD,LockApp.exe,C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy,6048,NT AUTHORITY\SYSTEM
C:\Windows\system32\svchost.exe -k imgsvc,SN0009VPD,svchost.exe,C:\Windows\system32,1956,NT AUTHORITY\SYSTEM
"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",SN0009VPD,powershell.exe,C:\Windows\System32\WindowsPowerShell\v1.0,4622,seth.pow57
c:\windows\system32\svchost.exe -k localservice -p -s CDPSvc,SN0009VPD,svchost.exe,c:\windows\system32,2028,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s TokenBroker,SN0009VPD,svchost.exe,c:\windows\system32,2128,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s SensorService,SN0009VPD,svchost.exe,c:\windows\system32,4480,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localserviceandnoimpersonation -p -s SSDPSRV,SN0009VPD,svchost.exe,c:\windows\system32,6108,NT AUTHORITY\SYSTEM
C:\Windows\system32\ApplicationFrameHost.exe -Embedding,SN0009VPD,ApplicationFrameHost.exe,C:\Windows\system32,4764,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k networkservice -p -s LanmanWorkstation,SN0009VPD,svchost.exe,c:\windows\system32,876,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s NcbService,SN0009VPD,svchost.exe,c:\windows\system32,5160,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k dcomlaunch -p -s LSM,SN0009VPD,svchost.exe,c:\windows\system32,4704,NT AUTHORITY\SYSTEM
"""C:\Users\brilon41\AppData\Local\GitHubDesktop\app-1.4.3\GitHubDesktop.exe"" --type=gpu-process --no-sandbox --supports-dual-gpus=false --gpu-driver-bug-workarounds=9 12 13 23 27 29 49 70 84 --disable-gl-extensions=""GL_KHR_blend_equation_advanced GL_KHR_blend_equation_advanced_coherent"" --gpu-vendor-id=0x8086 --gpu-device-id=0x0a16 --gpu-driver-vendor=""Intel Corporation"" --gpu-driver-version=20.19.15.4331 --gpu-driver-date=11-18-2015 --service-request-channel-token=29571E74A71F5219E432184D13D76C95 --mojo-platform-channel-handle=1732 /prefetch:2",SN0009VPD,GitHubDesktop.exe,C:\Users\brilon41\AppData\Local\GitHubDesktop\app-1.4.3,1594,brilon41
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",SN0009VPD,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,1453,victoria.bell
,SN0009VPD,NisSrv.exe,,656,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -p -s TimeBrokerSvc,SN0009VPD,svchost.exe,c:\windows\system32,2364,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s BITS,SN0009VPD,svchost.exe,c:\windows\system32,5516,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservicenetworkrestricted -p -s WinHttpAutoProxySvc,SN0009VPD,svchost.exe,c:\windows\system32,3900,NT AUTHORITY\SYSTEM
C:\Windows\system32\lsass.exe,SN0009VPD,lsass.exe,C:\Windows\system32,1848,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s UserManager,SN0009VPD,svchost.exe,c:\windows\system32,4168,NT AUTHORITY\SYSTEM
,SN0009VPD,AvastSvc.exe,,4679,brilon41
,SN0009VPD,Memory Compression,,5492,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts,SN0009VPD,svchost.exe,C:\Windows\System32,3836,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k unistacksvcgroup -s WpnUserService,SN0009VPD,svchost.exe,c:\windows\system32,4468,NT AUTHORITY\SYSTEM
"""C:\Users\a.canderson\AppData\Local\slack\app-3.1.1\slack.exe"" --type=renderer --disable-pinch --no-sandbox --primordial-pipe-token=B3F36050C50A99BD488162270E67D4DD --lang=en-GB --standard-schemes=slack-resources slack-sounds slack-webapp-dev --app-user-model-id=com.squirrel.slack.slack --app-path=""C:\Users\a.canderson\AppData\Local\slack\app-3.1.1\resources\app.asar"" --node-integration=true --webview-tag=false --no-sandbox --preload=""C:\Users\a.canderson\AppData\Local\slack\app-3.1.1\resources\app.asar\src\static\index.js"" --device-scale-factor=1.5 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0 0 3553;0 1 3553;0 2 3553;0 3 3553;0 4 3553;0 5 3553;0 6 3553;0 7 3553;0 8 3553;0 9 3553;0 10 3553;0 11 3553;0 12 3553;0 13 3553;0 14 3553;0 15 3553;0 16 3553;1 0 3553;1 1 3553;1 2 3553;1 3 3553;1 4 3553;1 5 3553;1 6 3553;1 7 3553;1 8 3553;1 9 3553;1 10 3553;1 11 3553;1 12 3553;1 13 3553;1 14 3553;1 15 3553;1 16 3553;2 0 3553;2 1 3553;2 2 3553;2 3 3553;2 4 3553;2 5 3553;2 6 3553;2 7 3553;2 8 3553;2 9 3553;2 10 3553;2 11 3553;2 12 3553;2 13 3553;2 14 3553;2 15 3553;2 16 3553;3 0 3553;3 1 3553;3 2 3553;3 3 3553;3 4 3553;3 5 3553;3 6 3553;3 7 3553;3 8 3553;3 9 3553;3 10 3553;3 11 3553;3 12 3553;3 13 3553;3 14 3553;3 15 3553;3 16 3553;4 0 3553;4 1 3553;4 2 3553;4 3 3553;4 4 3553;4 5 3553;4 6 3553;4 7 3553;4 8 3553;4 9 3553;4 10 3553;4 11 3553;4 12 3553;4 13 3553;4 14 3553;4 15 3553;4 16 3553 --service-request-channel-token=B3F36050C50A99BD488162270E67D4DD --renderer-client-id=8 --mojo-platform-channel-handle=2336 /prefetch:1",SN0009VPD,slack.exe,C:\Users\a.canderson\AppData\Local\slack\app-3.1.1,5562,a.canderson
c:\windows\system32\svchost.exe -k localservice -p -s LicenseManager,SN0009VPD,svchost.exe,c:\windows\system32,5288,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s TabletInputService,SN0009VPD,svchost.exe,c:\windows\system32,20,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer.exe"" ",SN0009VPD,TeamViewer.exe,C:\Program Files (x86)\TeamViewer,3023,victoria.bell
c:\windows\system32\svchost.exe -k dcomlaunch -p -s PlugPlay,SN0009VPD,svchost.exe,c:\windows\system32,804,NT AUTHORITY\SYSTEM
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p,SN0009VPD,svchost.exe,C:\Windows\System32,6384,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localservice -p -s FontCache,SN0009VPD,svchost.exe,c:\windows\system32,4380,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k unistacksvcgroup,SN0009VPD,svchost.exe,c:\windows\system32,5212,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k unistacksvcgroup -s CDPUserSvc,SN0009VPD,svchost.exe,c:\windows\system32,3924,NT AUTHORITY\SYSTEM
"""ctfmon.exe""",SN0009VPD,ctfmon.exe,C:\Windows\system32,1268,NT AUTHORITY\SYSTEM
C:\Windows\System32\WinLogon.exe -SpecialSession,SN0009VPD,WinLogon.exe,C:\Windows\System32,2840,NT AUTHORITY\SYSTEM
,SN0009VPD,Registry,,92,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p,SN0009VPD,svchost.exe,c:\windows\system32,2008,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s AudioEndpointBuilder,SN0009VPD,svchost.exe,c:\windows\system32,3540,NT AUTHORITY\SYSTEM
C:\Windows\system32\BtwRSupportService.exe,SN0009VPD,BtwRSupportService.exe,C:\Windows\system32,1304,NT AUTHORITY\SYSTEM
c:\windows\system32\svchost.exe -k netsvcs -p -s Winmgmt,SN0009VPD,svchost.exe,c:\windows\system32,2228,NT AUTHORITY\SYSTEM
"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",SN0009VPD,TeamViewer_Service.exe,C:\Program Files (x86)\TeamViewer,1615,victoria.bell
,SN0009VPD,System,,692,NT AUTHORITY\SYSTEM
"C:\Users\a.canderson\AppData\Local\slack\app-3.1.1\slack.exe --reporter-url=https://slack.com/apps/breakpad?instanceUid=c116fa6f-e78f-4f7e-9927-09567265c493&amp;version=3.1.1&amp;channel=prod --application-name=Slack ""--crashes-directory=C:\Users\a.canderson\AppData\Local\Temp\Slack Crashes"" --v=1",SN0009VPD,slack.exe,C:\Users\a.canderson\AppData\Local\slack\app-3.1.1,5661,a.canderson
C:\Windows\System32\svchost.exe -k utcsvc -p,SN0009VPD,svchost.exe,C:\Windows\System32,3408,NT AUTHORITY\SYSTEM
"""C:\Program Files\internet explorer\iexplore.exe"" ",SN0009VPD,iexplore.exe,C:\Program Files\internet explorer,6364,brilon41
C:\Windows\system32\svchost.exe -k SDRSVC,SN0009VPD,svchost.exe,C:\Windows\system32,2632,NT AUTHORITY\SYSTEM
"""C:\Windows\system32\notepad.exe"" ",SN0009VPD,notepad.exe,C:\Windows\system32,5868,brilon41
