hostname,modulename,modulepath
SN0005GJL,rdpdr.sys,C:\Windows\System32\drivers\
SN0005GJL,winnat.sys,C:\Windows\System32\drivers\
SN0005GJL,hvservice.sys,C:\Windows\System32\drivers\
SN0005GJL,http.sys,C:\Windows\System32\drivers\
SN0005GJL,Microsoft.Bluetooth.Legacy.LEEnumerator.sys,C:\Windows\System32\drivers\
SN0005GJL,mssmbios.sys,C:\Windows\System32\drivers\
SN0005GJL,iaLPSS2i_GPIO2_BXT_P.sys,C:\Windows\System32\drivers\
SN0005GJL,raspptp.sys,C:\Windows\System32\drivers\
SN0005GJL,TsUsbFlt.sys,C:\Windows\System32\drivers\
SN0005GJL,SpbCx.sys,C:\Windows\System32\drivers\
SN0005GJL,ibtusb.sys,C:\Windows\System32\drivers\
SN0005GJL,processr.sys,C:\Windows\System32\drivers\
SN0005GJL,Wdf01000.sys,C:\Windows\System32\drivers\
SN0005GJL,WdmCompanionFilter.sys,C:\Windows\System32\drivers\
SN0005GJL,bxvbda.sys,C:\Windows\System32\drivers\
SN0005GJL,usbvideo.sys,C:\Windows\System32\drivers\
SN0005GJL,intelpep.sys,C:\Windows\System32\drivers\
SN0005GJL,ipnat.sys,C:\Windows\System32\drivers\
SN0005GJL,ndisuio.sys,C:\Windows\System32\drivers\
SN0005GJL,npsvctrig.sys,C:\Windows\System32\drivers\
SN0005GJL,bthmodem.sys,C:\Windows\System32\drivers\
SN0005GJL,igdkmd64.sys,C:\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_12cbd645391cbdcb\
SN0005GJL,vmstorfl.sys,C:\Windows\System32\drivers\
SN0005GJL,bcmfn2.sys,C:\Windows\System32\drivers\
SN0005GJL,vdrvroot.sys,C:\Windows\System32\drivers\
SN0005GJL,iaLPSS2i_GPIO2.sys,C:\Windows\System32\drivers\
SN0005GJL,HyperVideo.sys,C:\Windows\System32\drivers\
SN0005GJL,UcmUcsi.sys,C:\Windows\System32\drivers\
SN0005GJL,vmgencounter.sys,C:\Windows\System32\drivers\
SN0005GJL,rdyboost.sys,C:\Windows\System32\drivers\
SN0005GJL,rdbss.sys,C:\Windows\System32\drivers\
SN0005GJL,disk.sys,C:\Windows\System32\drivers\
SN0005GJL,sdstor.sys,C:\Windows\System32\drivers\
SN0005GJL,hidusb.sys,C:\Windows\System32\drivers\
SN0005GJL,mspclock.sys,C:\Windows\System32\drivers\
SN0005GJL,bthport.sys,C:\Windows\System32\drivers\
SN0005GJL,MegaSas2i.sys,C:\Windows\System32\drivers\
SN0005GJL,bthhfenum.sys,C:\Windows\System32\drivers\
SN0005GJL,ksthunk.sys,C:\Windows\System32\drivers\
SN0005GJL,vmgid.sys,C:\Windows\System32\drivers\
SN0005GJL,tpm.sys,C:\Windows\System32\drivers\
SN0005GJL,hdaudbus.sys,C:\Windows\System32\drivers\
SN0005GJL,vsmraid.sys,C:\Windows\System32\drivers\
SN0005GJL,kbdclass.sys,C:\Windows\System32\drivers\
SN0005GJL,mshwnclx.sys,C:\Windows\System32\drivers\
SN0005GJL,netbios.sys,C:\Windows\System32\drivers\
SN0005GJL,sisraid2.sys,C:\Windows\System32\drivers\
SN0005GJL,lsi_sas.sys,C:\Windows\System32\drivers\
SN0005GJL,lsass.exe,C:\Windows\System32\
SN0005GJL,AcpiVpc.sys,C:\Windows\System32\drivers\
SN0005GJL,amdk8.sys,C:\Windows\System32\drivers\
SN0005GJL,SerCx.sys,C:\Windows\System32\drivers\
SN0005GJL,nvstor.sys,C:\Windows\System32\drivers\
SN0005GJL,serenum.sys,C:\Windows\System32\drivers\
SN0005GJL,pci.sys,C:\Windows\System32\drivers\
SN0005GJL,ETD.sys,C:\Windows\System32\drivers\
SN0005GJL,SpatialGraphFilter.sys,C:\Windows\System32\drivers\
SN0005GJL,sfloppy.sys,C:\Windows\System32\drivers\
SN0005GJL,USBHUB3.SYS,C:\Windows\System32\drivers\
SN0005GJL,WdFilter.sys,C:\Windows\System32\drivers\wd\
SN0005GJL,EhStorClass.sys,C:\Windows\System32\drivers\
SN0005GJL,rfcomm.sys,C:\Windows\System32\drivers\
SN0005GJL,udfs.sys,C:\Windows\System32\drivers\
SN0005GJL,nwifi.sys,C:\Windows\System32\drivers\
SN0005GJL,vhf.sys,C:\Windows\System32\drivers\
SN0005GJL,1394ohci.sys,C:\Windows\System32\drivers\
SN0005GJL,usbuhci.sys,C:\Windows\System32\drivers\
SN0005GJL,afunix.sys,C:\Windows\System32\drivers\
SN0005GJL,ksecdd.sys,C:\Windows\System32\drivers\
SN0005GJL,usbhub.sys,C:\Windows\System32\drivers\
SN0005GJL,lsi_sas3i.sys,C:\Windows\System32\drivers\
SN0005GJL,hyperkbd.sys,C:\Windows\System32\drivers\
SN0005GJL,iai2c.sys,C:\Windows\System32\drivers\
SN0005GJL,IntcDAud.sys,C:\Windows\System32\drivers\
SN0005GJL,modem.sys,C:\Windows\System32\drivers\
SN0005GJL,cht4vx64.sys,C:\Windows\System32\drivers\
SN0005GJL,vhdmp.sys,C:\Windows\System32\drivers\
SN0005GJL,BasicDisplay.sys,C:\Windows\System32\drivers\
SN0005GJL,mskssrv.sys,C:\Windows\System32\drivers\
SN0005GJL,MTConfig.sys,C:\Windows\System32\drivers\
SN0005GJL,drmkaud.sys,C:\Windows\System32\drivers\
SN0005GJL,dptf_cpu.sys,C:\Windows\System32\drivers\
SN0005GJL,rdpvideominiport.sys,C:\Windows\System32\drivers\
SN0005GJL,CAD.sys,C:\Windows\System32\drivers\
SN0005GJL,circlass.sys,C:\Windows\System32\drivers\
SN0005GJL,uaspstor.sys,C:\Windows\System32\drivers\
SN0005GJL,iaLPSS2i_I2C.sys,C:\Windows\System32\drivers\
SN0005GJL,lsi_sss.sys,C:\Windows\System32\drivers\
SN0005GJL,mstee.sys,C:\Windows\System32\drivers\
SN0005GJL,UcmTcpciCx.sys,C:\Windows\System32\drivers\
SN0005GJL,partmgr.sys,C:\Windows\System32\drivers\
SN0005GJL,urssynopsys.sys,C:\Windows\System32\drivers\
SN0005GJL,hwpolicy.sys,C:\Windows\System32\drivers\
SN0005GJL,iaLPSSi_I2C.sys,C:\Windows\System32\drivers\
SN0005GJL,hidbth.sys,C:\Windows\System32\drivers\
SN0005GJL,megasas.sys,C:\Windows\System32\drivers\
SN0005GJL,usbehci.sys,C:\Windows\System32\drivers\
SN0005GJL,urscx01000.sys,C:\Windows\System32\drivers\
SN0005GJL,pcw.sys,C:\Windows\System32\drivers\
SN0005GJL,NdisImPlatform.sys,C:\Windows\System32\drivers\
SN0005GJL,cht4sx64.sys,C:\Windows\System32\drivers\
SN0005GJL,SDFRd.sys,C:\Windows\System32\drivers\
SN0005GJL,tcpipreg.sys,C:\Windows\System32\drivers\
SN0005GJL,flpydisk.sys,C:\Windows\System32\drivers\
SN0005GJL,tunnel.sys,C:\Windows\System32\drivers\
SN0005GJL,parport.sys,C:\Windows\System32\drivers\
SN0005GJL,stexstor.sys,C:\Windows\System32\drivers\
SN0005GJL,WindowsTrustedRT.sys,C:\Windows\System32\drivers\
SN0005GJL,xboxgip.sys,C:\Windows\System32\drivers\
SN0005GJL,volmgr.sys,C:\Windows\System32\drivers\
SN0005GJL,usbccgp.sys,C:\Windows\System32\drivers\
SN0005GJL,VMBusHID.sys,C:\Windows\System32\drivers\
SN0005GJL,CHDRT64.sys,C:\Windows\System32\drivers\
SN0005GJL,FsDepends.sys,C:\Windows\System32\drivers\
SN0005GJL,mvumis.sys,C:\Windows\System32\drivers\
SN0005GJL,PEAuth.sys,C:\Windows\System32\drivers\
SN0005GJL,EhStorTcgDrv.sys,C:\Windows\System32\drivers\
SN0005GJL,vpci.sys,C:\Windows\System32\drivers\
SN0005GJL,lsi_sas2i.sys,C:\Windows\System32\drivers\
SN0005GJL,rspndr.sys,C:\Windows\System32\drivers\
SN0005GJL,CmBatt.sys,C:\Windows\System32\drivers\
SN0005GJL,acpipagr.sys,C:\Windows\System32\drivers\
SN0005GJL,pdc.sys,C:\Windows\System32\drivers\
SN0005GJL,usbcir.sys,C:\Windows\System32\drivers\
SN0005GJL,evbda.sys,C:\Windows\System32\drivers\
SN0005GJL,umbus.sys,C:\Windows\System32\drivers\
SN0005GJL,dmvsc.sys,C:\Windows\System32\drivers\
SN0005GJL,ibbus.sys,C:\Windows\System32\drivers\
SN0005GJL,bthenum.sys,C:\Windows\System32\drivers\
SN0005GJL,msiscsi.sys,C:\Windows\System32\drivers\
SN0005GJL,VSTXRAID.SYS,C:\Windows\System32\drivers\
SN0005GJL,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_bcb89b3386563bd7\
SN0005GJL,VmsProxyHNic.sys,C:\Windows\System32\drivers\
SN0005GJL,mpsdrv.sys,C:\Windows\System32\drivers\
SN0005GJL,mmcss.sys,C:\Windows\System32\drivers\
SN0005GJL,sisraid4.sys,C:\Windows\System32\drivers\
SN0005GJL,storahci.sys,C:\Windows\System32\drivers\
SN0005GJL,fileinfo.sys,C:\Windows\System32\drivers\
SN0005GJL,filecrypt.sys,C:\Windows\System32\drivers\
SN0005GJL,storvsc.sys,C:\Windows\System32\drivers\
SN0005GJL,bindflt.sys,C:\Windows\System32\drivers\
SN0005GJL,appid.sys,C:\Windows\System32\drivers\
SN0005GJL,gpuenergydrv.sys,C:\Windows\System32\drivers\
SN0005GJL,mshidumdf.sys,C:\Windows\System32\drivers\
SN0005GJL,vwififlt.sys,C:\Windows\System32\drivers\
SN0005GJL,ndiscap.sys,C:\Windows\System32\drivers\
SN0005GJL,lxss.sys,C:\Windows\System32\drivers\
SN0005GJL,mshidkmdf.sys,C:\Windows\System32\drivers\
SN0005GJL,filetrace.sys,C:\Windows\System32\drivers\
SN0005GJL,storufs.sys,C:\Windows\System32\drivers\
SN0005GJL,bridge.sys,C:\Windows\System32\drivers\
SN0005GJL,mrxsmb20.sys,C:\Windows\System32\drivers\
SN0005GJL,arcsas.sys,C:\Windows\System32\drivers\
SN0005GJL,HpSAMD.sys,C:\Windows\System32\drivers\
SN0005GJL,ETDSMBus.sys,C:\Windows\System32\drivers\
SN0005GJL,Udecx.sys,C:\Windows\System32\drivers\
SN0005GJL,vwifimp.sys,C:\Windows\System32\drivers\
SN0005GJL,SerCx2.sys,C:\Windows\System32\drivers\
SN0005GJL,sermouse.sys,C:\Windows\System32\drivers\
SN0005GJL,cnghwassist.sys,C:\Windows\System32\drivers\
SN0005GJL,nvdimm.sys,C:\Windows\System32\drivers\
SN0005GJL,tdx.sys,C:\Windows\System32\drivers\
SN0005GJL,lltdio.sys,C:\Windows\System32\drivers\
SN0005GJL,luafv.sys,C:\Windows\System32\drivers\
SN0005GJL,ws2ifsl.sys,C:\Windows\System32\drivers\
SN0005GJL,ahcache.sys,C:\Windows\System32\drivers\
SN0005GJL,cdrom.sys,C:\Windows\System32\drivers\
SN0005GJL,UfxChipidea.sys,C:\Windows\System32\drivers\
SN0005GJL,WdNisDrv.sys,C:\Windows\System32\drivers\wd\
SN0005GJL,adp80xx.sys,C:\Windows\System32\drivers\
SN0005GJL,dfsc.sys,C:\Windows\System32\drivers\
SN0005GJL,cng.sys,C:\Windows\System32\drivers\
SN0005GJL,Synth3dVsc.sys,C:\Windows\System32\drivers\
SN0005GJL,stornvme.sys,C:\Windows\System32\drivers\
SN0005GJL,swenum.sys,C:\Windows\System32\DriverStore\FileRepository\swenum.inf_amd64_ea7b19c04e7a8136\
SN0005GJL,NdisVirtualBus.sys,C:\Windows\System32\drivers\
SN0005GJL,iaLPSS2i_I2C_BXT_P.sys,C:\Windows\System32\drivers\
SN0005GJL,mausbip.sys,C:\Windows\System32\drivers\
SN0005GJL,wanarp.sys,C:\Windows\System32\drivers\
SN0005GJL,WUDFRd.sys,C:\Windows\System32\drivers\
SN0005GJL,wfplwfs.sys,C:\Windows\System32\drivers\
SN0005GJL,bttflt.sys,C:\Windows\System32\drivers\
SN0005GJL,ndiswan.sys,C:\Windows\System32\drivers\
SN0005GJL,HdAudio.sys,C:\Windows\System32\drivers\
SN0005GJL,acpitime.sys,C:\Windows\System32\drivers\
SN0005GJL,intelppm.sys,C:\Windows\System32\drivers\
SN0005GJL,mouhid.sys,C:\Windows\System32\drivers\
SN0005GJL,condrv.sys,C:\Windows\System32\drivers\
SN0005GJL,fltMgr.sys,C:\Windows\System32\drivers\
SN0005GJL,WUDFPf.sys,C:\Windows\System32\drivers\
SN0005GJL,rdpbus.sys,C:\Windows\System32\drivers\
SN0005GJL,pciide.sys,C:\Windows\System32\drivers\
SN0005GJL,amdxata.sys,C:\Windows\System32\drivers\
SN0005GJL,netbt.sys,C:\Windows\System32\drivers\
SN0005GJL,nvraid.sys,C:\Windows\System32\drivers\
SN0005GJL,Ndu.sys,C:\Windows\System32\drivers\
SN0005GJL,srvnet.sys,C:\Windows\System32\drivers\
SN0005GJL,mouclass.sys,C:\Windows\System32\drivers\
SN0005GJL,wimmount.sys,C:\Windows\System32\drivers\
SN0005GJL,scfilter.sys,C:\Windows\System32\drivers\
SN0005GJL,ndproxy.sys,C:\Windows\System32\drivers\
SN0005GJL,volmgrx.sys,C:\Windows\System32\drivers\
SN0005GJL,fdc.sys,C:\Windows\System32\drivers\
SN0005GJL,hidbatt.sys,C:\Windows\System32\drivers\
SN0005GJL,ndis.sys,C:\Windows\System32\drivers\
SN0005GJL,vms3cap.sys,C:\Windows\System32\drivers\
SN0005GJL,mrxsmb10.sys,C:\Windows\System32\drivers\
SN0005GJL,rasacd.sys,C:\Windows\System32\drivers\
SN0005GJL,afd.sys,C:\Windows\System32\drivers\
SN0005GJL,pacer.sys,C:\Windows\System32\drivers\
SN0005GJL,pnpmem.sys,C:\Windows\System32\drivers\
SN0005GJL,monitor.sys,C:\Windows\System32\drivers\
SN0005GJL,iorate.sys,C:\Windows\System32\drivers\
SN0005GJL,WpdUpFltr.sys,C:\Windows\System32\drivers\
SN0005GJL,ksecpkg.sys,C:\Windows\System32\drivers\
SN0005GJL,nsiproxy.sys,C:\Windows\System32\drivers\
SN0005GJL,applockerfltr.sys,C:\Windows\System32\drivers\
SN0005GJL,sdbus.sys,C:\Windows\System32\drivers\
SN0005GJL,BTHUSB.SYS,C:\Windows\System32\drivers\
SN0005GJL,hidi2c.sys,C:\Windows\System32\drivers\
SN0005GJL,mrxdav.sys,C:\Windows\System32\drivers\
SN0005GJL,winverbs.sys,C:\Windows\System32\drivers\
SN0005GJL,amdsbs.sys,C:\Windows\System32\drivers\
SN0005GJL,WindowsTrustedRTProxy.sys,C:\Windows\System32\drivers\
SN0005GJL,3ware.sys,C:\Windows\System32\drivers\
SN0005GJL,usbprint.sys,C:\Windows\System32\drivers\
SN0005GJL,uefi.sys,C:\Windows\System32\drivers\
SN0005GJL,ipt.sys,C:\Windows\System32\drivers\
SN0005GJL,spaceport.sys,C:\Windows\System32\drivers\
SN0005GJL,sbp2port.sys,C:\Windows\System32\drivers\
SN0005GJL,Ucx01000.sys,C:\Windows\System32\drivers\
SN0005GJL,IndirectKmd.sys,C:\Windows\System32\drivers\
SN0005GJL,kdnic.sys,C:\Windows\System32\drivers\
SN0005GJL,mspqm.sys,C:\Windows\System32\drivers\
SN0005GJL,netvsc.sys,C:\Windows\System32\drivers\
SN0005GJL,vmbus.sys,C:\Windows\System32\drivers\
SN0005GJL,rhproxy.sys,C:\Windows\System32\drivers\
SN0005GJL,hidir.sys,C:\Windows\System32\drivers\
SN0005GJL,ndfltr.sys,C:\Windows\System32\drivers\
SN0005GJL,atapi.sys,C:\Windows\System32\drivers\
SN0005GJL,fvevol.sys,C:\Windows\System32\drivers\
SN0005GJL,hvcrash.sys,C:\Windows\System32\drivers\
SN0005GJL,capimg.sys,C:\Windows\System32\drivers\
SN0005GJL,i8042prt.sys,C:\Windows\System32\drivers\
SN0005GJL,mountmgr.sys,C:\Windows\System32\drivers\
SN0005GJL,umpass.sys,C:\Windows\System32\drivers\
SN0005GJL,SgrmAgent.sys,C:\Windows\System32\drivers\
SN0005GJL,isapnp.sys,C:\Windows\System32\drivers\
SN0005GJL,ItSas35i.sys,C:\Windows\System32\drivers\
SN0005GJL,esif_lf.sys,C:\Windows\System32\drivers\
SN0005GJL,percsas3i.sys,C:\Windows\System32\drivers\
SN0005GJL,vmswitch.sys,C:\Windows\System32\drivers\
SN0005GJL,acpi.sys,C:\Windows\System32\drivers\
SN0005GJL,volsnap.sys,C:\Windows\System32\drivers\
SN0005GJL,rassstp.sys,C:\Windows\System32\drivers\
SN0005GJL,msgpiowin32.sys,C:\Windows\System32\drivers\
SN0005GJL,ufxsynopsys.sys,C:\Windows\System32\drivers\
SN0005GJL,hidinterrupt.sys,C:\Windows\System32\drivers\
SN0005GJL,iaLPSSi_GPIO.sys,C:\Windows\System32\drivers\
SN0005GJL,urschipidea.sys,C:\Windows\System32\drivers\
SN0005GJL,megasas35i.sys,C:\Windows\System32\drivers\
SN0005GJL,WdBoot.sys,C:\Windows\System32\drivers\wd\
SN0005GJL,errdev.sys,C:\Windows\System32\drivers\
SN0005GJL,VerifierExt.sys,C:\Windows\System32\drivers\
SN0005GJL,scmbus.sys,C:\Windows\System32\drivers\
SN0005GJL,acpipmi.sys,C:\Windows\System32\drivers\
SN0005GJL,UcmCx.sys,C:\Windows\System32\drivers\
SN0005GJL,amdppm.sys,C:\Windows\System32\drivers\
SN0005GJL,wcifs.sys,C:\Windows\System32\drivers\
SN0005GJL,serial.sys,C:\Windows\System32\drivers\
SN0005GJL,terminpt.sys,C:\Windows\System32\drivers\
SN0005GJL,ndistapi.sys,C:\Windows\System32\drivers\
SN0005GJL,irenum.sys,C:\Windows\System32\drivers\
SN0005GJL,RtsUer.sys,C:\Windows\System32\drivers\
SN0005GJL,AcpiDev.sys,C:\Windows\System32\drivers\
SN0005GJL,winmad.sys,C:\Windows\System32\drivers\
SN0005GJL,iaStorAVC.sys,C:\Windows\System32\drivers\
SN0005GJL,bowser.sys,C:\Windows\System32\drivers\
SN0005GJL,BasicRender.sys,C:\Windows\System32\drivers\
SN0005GJL,ramdisk.sys,C:\Windows\System32\drivers\
SN0005GJL,clfs.sys,C:\Windows\System32\drivers\
SN0005GJL,mausbhost.sys,C:\Windows\System32\drivers\
SN0005GJL,irda.sys,C:\Windows\System32\drivers\
SN0005GJL,dam.sys,C:\Windows\System32\drivers\
SN0005GJL,ipfltdrv.sys,C:\Windows\System32\drivers\
SN0005GJL,raspppoe.sys,C:\Windows\System32\drivers\
SN0005GJL,pcmcia.sys,C:\Windows\System32\drivers\
SN0005GJL,mup.sys,C:\Windows\System32\drivers\
SN0005GJL,TeeDriverW8x64.sys,C:\Windows\System32\drivers\
SN0005GJL,kbdhid.sys,C:\Windows\System32\drivers\
SN0005GJL,percsas2i.sys,C:\Windows\System32\drivers\
SN0005GJL,mslldp.sys,C:\Windows\System32\drivers\
SN0005GJL,storqosflt.sys,C:\Windows\System32\drivers\
SN0005GJL,mrxsmb.sys,C:\Windows\System32\drivers\
SN0009VPD,parport.sys,C:\Windows\System32\drivers\
SN0009VPD,bxvbda.sys,C:\Windows\System32\drivers\
SN0009VPD,Netwtw04.sys,C:\Windows\System32\drivers\
SN0009VPD,pciide.sys,C:\Windows\System32\drivers\
SN0009VPD,ndiswan.sys,C:\Windows\System32\drivers\
SN0009VPD,cdrom.sys,C:\Windows\System32\drivers\
SN0009VPD,HpSAMD.sys,C:\Windows\System32\drivers\
SN0009VPD,cnghwassist.sys,C:\Windows\System32\drivers\
SN0009VPD,acpipagr.sys,C:\Windows\System32\drivers\
SN0009VPD,mshidumdf.sys,C:\Windows\System32\drivers\
SN0009VPD,ibtusb.sys,C:\Windows\System32\drivers\
SN0009VPD,NdisImPlatform.sys,C:\Windows\System32\drivers\
SN0009VPD,WdFilter.sys,C:\Windows\System32\drivers\wd\
SN0009VPD,sbp2port.sys,C:\Windows\System32\drivers\
SN0009VPD,afunix.sys,C:\Windows\System32\drivers\
SN0009VPD,cldflt.sys,C:\Windows\System32\drivers\
SN0009VPD,TsUsbGD.sys,C:\Windows\System32\drivers\
SN0009VPD,hvservice.sys,C:\Windows\System32\drivers\
SN0009VPD,vwififlt.sys,C:\Windows\System32\drivers\
SN0009VPD,usbohci.sys,C:\Windows\System32\drivers\
SN0009VPD,ndproxy.sys,C:\Windows\System32\drivers\
SN0009VPD,mssmbios.sys,C:\Windows\System32\drivers\
SN0009VPD,lsass.exe,C:\Windows\System32\
SN0009VPD,VSTXRAID.SYS,C:\Windows\System32\drivers\
SN0009VPD,VmsProxy.sys,C:\Windows\System32\drivers\
SN0009VPD,pnpmem.sys,C:\Windows\System32\drivers\
SN0009VPD,rasl2tp.sys,C:\Windows\System32\drivers\
SN0009VPD,mshwnclx.sys,C:\Windows\System32\drivers\
SN0009VPD,fltMgr.sys,C:\Windows\System32\drivers\
SN0009VPD,mspqm.sys,C:\Windows\System32\drivers\
SN0009VPD,mrxdav.sys,C:\Windows\System32\drivers\
SN0009VPD,msiscsi.sys,C:\Windows\System32\drivers\
SN0009VPD,qwavedrv.sys,C:\Windows\System32\drivers\
SN0009VPD,vhf.sys,C:\Windows\System32\drivers\
SN0009VPD,mountmgr.sys,C:\Windows\System32\drivers\
SN0009VPD,msisadrv.sys,C:\Windows\System32\drivers\
SN0009VPD,CompositeBus.sys,C:\Windows\System32\DriverStore\FileRepository\compositebus.inf_amd64_bcb89b3386563bd7\
SN0009VPD,urssynopsys.sys,C:\Windows\System32\drivers\
SN0009VPD,WdNisDrv.sys,C:\Windows\System32\drivers\wd\
SN0009VPD,vdrvroot.sys,C:\Windows\System32\drivers\
SN0009VPD,Synth3dVsc.sys,C:\Windows\System32\drivers\
SN0009VPD,iorate.sys,C:\Windows\System32\drivers\
SN0009VPD,winverbs.sys,C:\Windows\System32\drivers\
SN0009VPD,iagpio.sys,C:\Windows\System32\drivers\
SN0009VPD,mmcss.sys,C:\Windows\System32\drivers\
SN0009VPD,wanarp.sys,C:\Windows\System32\drivers\
SN0009VPD,mouhid.sys,C:\Windows\System32\drivers\
SN0009VPD,stexstor.sys,C:\Windows\System32\drivers\
SN0009VPD,bowser.sys,C:\Windows\System32\drivers\
SN0009VPD,usbvideo.sys,C:\Windows\System32\drivers\
SN0009VPD,ksthunk.sys,C:\Windows\System32\drivers\
SN0009VPD,iaLPSSi_I2C.sys,C:\Windows\System32\drivers\
SN0009VPD,amdsata.sys,C:\Windows\System32\drivers\
SN0009VPD,tcpip.sys,C:\Windows\System32\drivers\
SN0009VPD,CHDRT64.sys,C:\Windows\System32\drivers\
SN0009VPD,USBHUB3.SYS,C:\Windows\System32\drivers\
SN0009VPD,NdisVirtualBus.sys,C:\Windows\System32\drivers\
SN0009VPD,errdev.sys,C:\Windows\System32\drivers\
SN0009VPD,volmgrx.sys,C:\Windows\System32\drivers\
SN0009VPD,IPMIDrv.sys,C:\Windows\System32\drivers\
SN0009VPD,Wdf01000.sys,C:\Windows\System32\drivers\
SN0009VPD,vsmraid.sys,C:\Windows\System32\drivers\
SN0009VPD,acpitime.sys,C:\Windows\System32\drivers\
SN0009VPD,ETD.sys,C:\Windows\System32\drivers\
SN0009VPD,dxgkrnl.sys,C:\Windows\System32\drivers\
SN0009VPD,hyperkbd.sys,C:\Windows\System32\drivers\
SN0009VPD,sfloppy.sys,C:\Windows\System32\drivers\
SN0009VPD,mausbip.sys,C:\Windows\System32\drivers\
SN0009VPD,raspptp.sys,C:\Windows\System32\drivers\
SN0009VPD,cht4sx64.sys,C:\Windows\System32\drivers\
SN0009VPD,bridge.sys,C:\Windows\System32\drivers\
SN0009VPD,Ucx01000.sys,C:\Windows\System32\drivers\
SN0009VPD,cng.sys,C:\Windows\System32\drivers\
SN0009VPD,mspclock.sys,C:\Windows\System32\drivers\
SN0009VPD,winnat.sys,C:\Windows\System32\drivers\
SN0009VPD,iaLPSS2i_GPIO2_BXT_P.sys,C:\Windows\System32\drivers\
SN0009VPD,Microsoft.Bluetooth.Legacy.LEEnumerator.sys,C:\Windows\System32\drivers\
SN0009VPD,megasr.sys,C:\Windows\System32\drivers\
SN0009VPD,mlx4_bus.sys,C:\Windows\System32\drivers\
SN0009VPD,sdbus.sys,C:\Windows\System32\drivers\
SN0009VPD,uefi.sys,C:\Windows\System32\drivers\
SN0009VPD,megasas35i.sys,C:\Windows\System32\drivers\
SN0009VPD,BasicRender.sys,C:\Windows\System32\drivers\
SN0009VPD,ipt.sys,C:\Windows\System32\drivers\
SN0009VPD,bthport.sys,C:\Windows\System32\drivers\
SN0009VPD,adp80xx.sys,C:\Windows\System32\drivers\
SN0009VPD,WdmCompanionFilter.sys,C:\Windows\System32\drivers\
SN0009VPD,sisraid2.sys,C:\Windows\System32\drivers\
SN0009VPD,wimmount.sys,C:\Windows\System32\drivers\
SN0009VPD,gpuenergydrv.sys,C:\Windows\System32\drivers\
SN0009VPD,vmbus.sys,C:\Windows\System32\drivers\
SN0009VPD,monitor.sys,C:\Windows\System32\drivers\
SN0009VPD,ndistapi.sys,C:\Windows\System32\drivers\
SN0009VPD,npsvctrig.sys,C:\Windows\System32\drivers\
SN0009VPD,amdsbs.sys,C:\Windows\System32\drivers\
SN0009VPD,bcmfn2.sys,C:\Windows\System32\drivers\
SN0009VPD,iaStorV.sys,C:\Windows\System32\drivers\
SN0009VPD,hvcrash.sys,C:\Windows\System32\drivers\
SN0009VPD,mouclass.sys,C:\Windows\System32\drivers\
SN0009VPD,nwifi.sys,C:\Windows\System32\drivers\
SN0009VPD,SgrmAgent.sys,C:\Windows\System32\drivers\
SN0009VPD,mpsdrv.sys,C:\Windows\System32\drivers\
SN0009VPD,fileinfo.sys,C:\Windows\System32\drivers\
SN0009VPD,vmgencounter.sys,C:\Windows\System32\drivers\
SN0009VPD,hidinterrupt.sys,C:\Windows\System32\drivers\
SN0009VPD,iaLPSS2i_I2C_BXT_P.sys,C:\Windows\System32\drivers\
SN0009VPD,usbuhci.sys,C:\Windows\System32\drivers\
SN0009VPD,iaLPSSi_GPIO.sys,C:\Windows\System32\drivers\
SN0009VPD,capimg.sys,C:\Windows\System32\drivers\
SN0009VPD,HdAudio.sys,C:\Windows\System32\drivers\
SN0009VPD,bthhfenum.sys,C:\Windows\System32\drivers\
SN0009VPD,lsi_sas.sys,C:\Windows\System32\drivers\
SN0009VPD,BasicDisplay.sys,C:\Windows\System32\drivers\
SN0009VPD,ws2ifsl.sys,C:\Windows\System32\drivers\
SN0009VPD,mrxsmb10.sys,C:\Windows\System32\drivers\
SN0009VPD,usbcir.sys,C:\Windows\System32\drivers\
SN0009VPD,WpdUpFltr.sys,C:\Windows\System32\drivers\
SN0009VPD,i8042prt.sys,C:\Windows\System32\drivers\
SN0009VPD,ibbus.sys,C:\Windows\System32\drivers\
SN0009VPD,pdc.sys,C:\Windows\System32\drivers\
SN0009VPD,lsi_sas2i.sys,C:\Windows\System32\drivers\
SN0009VPD,SpatialGraphFilter.sys,C:\Windows\System32\drivers\
SN0009VPD,ksecpkg.sys,C:\Windows\System32\drivers\
SN0009VPD,fvevol.sys,C:\Windows\System32\drivers\
SN0009VPD,iai2c.sys,C:\Windows\System32\drivers\
SN0009VPD,kbdhid.sys,C:\Windows\System32\drivers\
SN0009VPD,pcmcia.sys,C:\Windows\System32\drivers\
SN0009VPD,rassstp.sys,C:\Windows\System32\drivers\
SN0009VPD,intelpep.sys,C:\Windows\System32\drivers\
SN0009VPD,rdpvideominiport.sys,C:\Windows\System32\drivers\
SN0009VPD,Ndu.sys,C:\Windows\System32\drivers\
SN0009VPD,dfsc.sys,C:\Windows\System32\drivers\
SN0009VPD,vmgid.sys,C:\Windows\System32\drivers\
SN0009VPD,ndiscap.sys,C:\Windows\System32\drivers\
SN0009VPD,BTHUSB.SYS,C:\Windows\System32\drivers\
