arguments,description,descriptivename,hostname,name,path,pathcertificateissuer,pathcertificatesubject,pathmd5sum,pathsignaturedescription,pathsignatureverified,pid
C:\Windows\system32\svchost.exe -k LocalService,Manages the telephony state on the device,Phone Service,SS0003AHL,PhoneSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\lsass.exe,The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready  which may in turn cause those services to fail to start correctly. This service should not be disabled.,Security Accounts Manager,SS0003AHL,SamSs,C:\Windows\System32\lsass.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,6307a842655dbdf8a5b5c16c0e28f2aa,The file is signed and the signature was verified.,true,516
\SystemRoot\System32\drivers\asyncmac.sys,RAS Asynchronous Media Driver,RAS Asynchronous Media Driver,SS0003AHL,AsyncMac,C:\Windows\System32\drivers\asyncmac.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6a896f075dfb8a2c9058660ad4d27b2f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k wsappx,Provides infrastructure support for deploying Store applications. This service is started on demand and if disabled Store applications will not be deployed to the system  and may not function properly.,AppX Deployment Service (AppXSVC),SS0003AHL,AppXSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\wfplwfs.sys,Microsoft Windows Filtering Platform,Microsoft Windows Filtering Platform,SS0003AHL,WFPLWFS,C:\Windows\System32\drivers\wfplwfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,b4ec4afdc302993f8f8d80f0c4238e27,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k termsvcs,Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service.  To prevent remote use of this computer  clear the checkboxes on the Remote tab of the System properties control panel item.,Remote Desktop Services,SS0003AHL,TermService,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,2700
C:\Windows\system32\svchost.exe -k DcomLaunch,The DCOMLAUNCH service launches COM and DCOM servers in response to object activation requests. If this service is stopped or disabled  programs using COM or DCOM will not function properly. It is strongly recommended that you have the DCOMLAUNCH service running.,DCOM Server Process Launcher,SS0003AHL,DcomLaunch,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,588
\SystemRoot\System32\drivers\sbp2port.sys,,SBP-2 Transport/Protocol Bus Driver,SS0003AHL,sbp2port,C:\Windows\System32\drivers\sbp2port.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,26c4e227352bbc21c7be8fcce68107e3,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\volume.sys,,Volume driver,SS0003AHL,volume,C:\Windows\System32\drivers\volume.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,1f1f8d50d93847191b093282e4db6f03,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\usbehci.sys,,Microsoft USB 2.0 Enhanced Host Controller Miniport Driver,SS0003AHL,usbehci,C:\Windows\System32\drivers\usbehci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,746b3f1f1aeff6a03d45ac413e097e1b,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\pcmcia.sys,,pcmcia,SS0003AHL,pcmcia,C:\Windows\System32\drivers\pcmcia.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,975718e6c2190463df303bdef9fbe734,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k UnistackSvcGroup,This service synchronizes mail  contacts  calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.,Sync Host_6934d,SS0003AHL,OneSyncSvc_6934d,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,700
\SystemRoot\System32\drivers\Synth3dVsc.sys,,Synth3dVsc,SS0003AHL,Synth3dVsc,C:\Windows\System32\drivers\Synth3dVsc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e4a95f39567a9420ca9ca80e90a711bc,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\rassstp.sys,WAN Miniport (SSTP),WAN Miniport (SSTP),SS0003AHL,RasSstp,C:\Windows\System32\drivers\rassstp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,9b12285a7d9bf05e7ee16da13514b6bf,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\amdsbs.sys,,amdsbs,SS0003AHL,amdsbs,C:\Windows\System32\drivers\amdsbs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,19e222624b950d3f637da96d1cf0cb49,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\WUDFRd.sys,,WUDFRd,SS0003AHL,WUDFRd,C:\Windows\System32\drivers\WUDFRd.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6de5268396ca496bb327daa7a6b82a74,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkService,Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped  configuration information might be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Network Location Awareness,SS0003AHL,NlaSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,292
System32\DRIVERS\rasacd.sys,Remote Access Auto Connection Driver,Remote Access Auto Connection Driver,SS0003AHL,RasAcd,C:\Windows\System32\drivers\rasacd.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,94c39a138f19588d04a44d45e45ddb3a,The file is signed and the signature was verified.,true,0
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,Provides ability to share TCP ports over the net.tcp protocol.,Net.Tcp Port Sharing Service,SS0003AHL,NetTcpPortSharing,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,d40cb3f4790ed3d751547e55f523a8c1,The file is signed and the signature was verified.,true,0
system32\drivers\SerCx2.sys,,Serial UART Support Library,SS0003AHL,SerCx2,C:\Windows\System32\drivers\SerCx2.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ebda9fbae52df12a67d8642334cb21cb,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\UsbHub3.sys,,SuperSpeed Hub,SS0003AHL,USBHUB3,C:\Windows\System32\drivers\USBHUB3.SYS,Microsoft Windows Production PCA 2011,Microsoft Windows,5ef049fa5d6b006ace4ed02482340fda,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\nvme.sys,,nvme,SS0003AHL,nvme,C:\Windows\System32\drivers\nvme.sys,Symantec Class 3 SHA256 Code Signing CA,Google Inc,7dbb3d2b5c479493b7fc90fd3b70043f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,A service for sensors that manages different sensors' functionality. Manages Simple Device Orientation (SDO) and History for sensors. Loads the SDO sensor that reports device orientation changes.  If this service is stopped or disabled  the SDO sensor will not be loaded and so auto-rotation will not occur. History collection from Sensors will also be stopped.,Sensor Service,SS0003AHL,SensorService,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\intelpep.sys,,Intel(R) Power Engine Plug-in Driver,SS0003AHL,intelpep,C:\Windows\System32\drivers\intelpep.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,024d029851ecce0c862ed85ef4873fce,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped  any diagnostics that depend on it will no longer function.,Diagnostic System Host,SS0003AHL,WdiSystemHost,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\wacompen.sys,,Wacom Serial Pen HID Driver,SS0003AHL,WacomPen,C:\Windows\System32\drivers\wacompen.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,01f96f38f5c3139935b07fad2e8e63ed,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders  RD themes  and RD certificates.,Remote Desktop Configuration,SS0003AHL,SessionEnv,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,772
C:\Windows\system32\svchost.exe -k LocalService,Supports System Event Notification Service (SENS)  which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped  SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled  any services that explicitly depend on it will fail to start.,COM+ Event System,SS0003AHL,EventSystem,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,648
C:\Windows\System32\svchost.exe -k LocalService,Creates a Network Map  consisting of PC and device topology (connectivity) information  and metadata describing each PC and device.  If this service is disabled  the Network Map will not function properly.,Link-Layer Topology Discovery Mapper,SS0003AHL,lltdsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network  therefore enabling users to share files  print  and log on to the network. If this service is stopped  these functions might be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,TCP/IP NetBIOS Helper,SS0003AHL,lmhosts,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,732
\SystemRoot\System32\drivers\iaLPSSi_I2C.sys,,Intel(R) Serial IO I2C Controller Driver,SS0003AHL,iaLPSSi_I2C,C:\Windows\System32\drivers\iaLPSSi_I2C.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2483733aa3408c7e27a1501984dffab1,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\sdbus.sys,,sdbus,SS0003AHL,sdbus,C:\Windows\System32\drivers\sdbus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,04e20732fcffcffa2fc23dc3c05fbdf5,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\bcmfn.sys,,bcmfn Service,SS0003AHL,bcmfn,C:\Windows\System32\drivers\bcmfn.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,57f5c51c7f5f771e7738af93793abf67,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\sermouse.sys,,Serial Mouse Driver,SS0003AHL,sermouse,C:\Windows\System32\drivers\sermouse.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6703f3d963034c68f1769a5dac6a8814,The file is signed and the signature was verified.,true,0
system32\drivers\HTTP.sys,HTTP Service,HTTP Service,SS0003AHL,HTTP,C:\Windows\System32\drivers\http.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2fa1ccabe8917c67f56e4731412048bd,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\Drivers\ksecpkg.sys,,KSecPkg,SS0003AHL,KSecPkg,C:\Windows\System32\drivers\ksecpkg.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2e71dfe821caf157f7bc0a610a0dd40e,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkService,Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped  these connections will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Workstation,SS0003AHL,LanmanWorkstation,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,292
\SystemRoot\System32\drivers\EhStorClass.sys,Enhanced Storage Filter Driver,Enhanced Storage Filter Driver,SS0003AHL,EhStorClass,C:\Windows\System32\drivers\EhStorClass.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ac7361ec611e3bde847a35caead8d5f2,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k WbioSvcGroup,The Windows biometric service gives client applications the ability to capture  compare  manipulate  and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.,Windows Biometric Service,SS0003AHL,WbioSrvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\scmbus.sys,,Microsoft Storage Class Memory Bus Driver,SS0003AHL,scmbus,C:\Windows\System32\drivers\scmbus.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,d93f31dbdc5c1d01ae8f594f804afcde,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,Creates and manages user-mode driver processes. This service cannot be stopped.,Windows Driver Foundation - User-mode Driver Framework,SS0003AHL,wudfsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Routes AllJoyn messages for the local AllJoyn clients. If this service is stopped the AllJoyn clients that do not have their own bundled routers will be unable to run.,AllJoyn Router Service,SS0003AHL,AJRouter,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
System32\DRIVERS\wanarp.sys,Remote Access IPv6 ARP Driver,Remote Access IPv6 ARP Driver,SS0003AHL,wanarpv6,C:\Windows\System32\drivers\wanarp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,4e1c4ff9728d482f089d643ba1c18393,The file is signed and the signature was verified.,true,0
system32\Drivers\WdNisDrv.sys,Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols,Windows Defender Network Inspection System Driver,SS0003AHL,WdNisDrv,C:\Windows\System32\drivers\WdNisDrv.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,5f0fd2d4c3d3c17adf69a2f4712c3bb3,The file is signed and the signature was verified.,true,0
C:\Windows\System32\vds.exe,Provides management services for disks  volumes  file systems  and storage arrays.,Virtual Disk,SS0003AHL,vds,C:\Windows\System32\vds.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,9497f7ce5732dce91aa5c04067a40785,The file is signed and the signature was verified.,true,0
C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},Manages the configuration and tracking of Component Object Model (COM)+-based components. If the service is stopped  most COM+-based components will not function properly. If this service is disabled  any services that explicitly depend on it will fail to start.,COM+ System Application,SS0003AHL,COMSysApp,C:\Windows\System32\dllhost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,2d87ff4f9cbd8f37ba98f6f9f8224bfa,The file is signed and the signature was verified.,true,1976
C:\Windows\system32\svchost.exe -k LocalService,WinHTTP implements the client HTTP stack and provides developers with a Win32 API and COM Automation component for sending HTTP requests and receiving responses. In addition  WinHTTP provides support for auto-discovering a proxy configuration via its implementation of the Web Proxy Auto-Discovery (WPAD) protocol.,WinHTTP Web Proxy Auto-Discovery Service,SS0003AHL,WinHttpAutoProxySvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,648
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,Manages communication between system components.,CoreMessaging,SS0003AHL,CoreMessagingRegistrar,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,788
\SystemRoot\System32\drivers\pciide.sys,,pciide,SS0003AHL,pciide,C:\Windows\System32\drivers\pciide.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2642e79c402548179f1493652e34b404,The file is signed and the signature was verified.,true,0
system32\drivers\SerCx.sys,,Serial UART Support Library,SS0003AHL,SerCx,C:\Windows\System32\drivers\SerCx.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6b7680269d44028803c5fa9fb88d281b,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,This service provides support for viewing  sending and deletion of system-level problem reports for the Problem Reports and Solutions control panel.,Problem Reports and Solutions Control Panel Support,SS0003AHL,wercplsupport,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\WindowsTrustedRTProxy.sys,,Microsoft Windows Trusted Runtime Secure Service,SS0003AHL,WindowsTrustedRTProxy,C:\Windows\System32\drivers\WindowsTrustedRTProxy.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,95f76a64be14f3d1ae222836660449a5,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\fcvsc.sys,,fcvsc,SS0003AHL,fcvsc,C:\Windows\System32\drivers\fcvsc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,497edbe7a1d7ce6694677432ffe44ea1,The file is signed and the signature was verified.,true,0
C:\Windows\system32\dllhost.exe /Processid:{A7CCA429-5F8F-4A5B-B524-82C38D561286},Google Vss Hardware Provider,GoogleVssProvider,SS0003AHL,GoogleVssProvider,C:\Windows\System32\dllhost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,2d87ff4f9cbd8f37ba98f6f9f8224bfa,The file is signed and the signature was verified.,true,1652
C:\Windows\system32\svchost.exe -k appmodel,Enables enterprise application management.,Enterprise App Management Service,SS0003AHL,EntAppSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Enables user sign-in through Microsoft account identity services. If this service is stopped  users will not be able to logon to the computer with their Microsoft account.,Microsoft Account Sign-in Assistant,SS0003AHL,wlidsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
System32\DRIVERS\ndistapi.sys,Remote Access NDIS TAPI Driver,Remote Access NDIS TAPI Driver,SS0003AHL,NdisTapi,C:\Windows\System32\drivers\ndistapi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2d30dad133c87eb562db8d194ad00cde,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetSvcs,Provides DirectAccess status notification for UI components,Network Connectivity Assistant,SS0003AHL,NcaSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted,Radio Management and Airplane Mode Service,Radio Management Service,SS0003AHL,RmSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
System32\drivers\rdpvideominiport.sys,,Remote Desktop Video Miniport Driver,SS0003AHL,RdpVideoMiniport,C:\Windows\System32\drivers\rdpvideominiport.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,852e00c573db283a4acb66a6ef4cdd0e,The file is signed and the signature was verified.,true,0
system32\DRIVERS\ahcache.sys,Cache Compatibility Data and Attributes for Individual PE File,Application Compatibility Cache,SS0003AHL,ahcache,C:\Windows\System32\drivers\ahcache.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,97ab75fe1ddf500e30f6174014678504,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\atapi.sys,,IDE Channel,SS0003AHL,atapi,C:\Windows\System32\drivers\atapi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,77f04cc5d83ebec733c7dc5e8da431fb,The file is signed and the signature was verified.,true,0
System32\drivers\ndiscap.sys,Microsoft NDIS Capture,Microsoft NDIS Capture,SS0003AHL,NdisCap,C:\Windows\System32\drivers\ndiscap.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,83bf15ee271d2bcd0d454cb1c35a9070,The file is signed and the signature was verified.,true,0
system32\drivers\ucx01000.sys,,USB Host Support Library,SS0003AHL,Ucx01000,C:\Windows\System32\drivers\Ucx01000.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,c6111c66bf212835346e13c16d502f96,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Performs Device Enrollment Activities for Device Management,Device Management Enrollment Service,SS0003AHL,DmEnrollmentSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,Discovers networked devices and services that use the SSDP discovery protocol  such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped  SSDP-based devices will not be discovered. If this service is disabled  any services that explicitly depend on it will fail to start.,SSDP Discovery,SS0003AHL,SSDPSRV,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,4340
\SystemRoot\System32\drivers\fdc.sys,,Floppy Disk Controller Driver,SS0003AHL,fdc,C:\Windows\System32\drivers\fdc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,38a2786bd27f79e2c03b68bcc7d15bfc,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\WUDFRd.sys,,WUDFWpdFs,SS0003AHL,WUDFWpdFs,C:\Windows\System32\drivers\WUDFRd.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6de5268396ca496bb327daa7a6b82a74,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled  the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.,Group Policy Client,SS0003AHL,gpsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,772
\SystemRoot\System32\drivers\genericusbfn.sys,,Generic USB Function Class,SS0003AHL,genericusbfn,C:\Windows\System32\drivers\genericusbfn.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,68d87a1f0e2a3e10e4d77507354497a6,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\msiscsi.sys,,iScsiPort Driver,SS0003AHL,iScsiPrt,C:\Windows\System32\drivers\msiscsi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,4b5b63acebd1de02e6cdbe28a71415df,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\lsi_sss.sys,,LSI_SSS,SS0003AHL,LSI_SSS,C:\Windows\System32\drivers\lsi_sss.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,1b13b2c9570da85f477e578134026f22,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,Provides network address translation  addressing  name resolution and/or intrusion prevention services for a home or small office network.,Internet Connection Sharing (ICS),SS0003AHL,SharedAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\mssmbios.sys,,Microsoft System Management BIOS Driver,SS0003AHL,mssmbios,C:\Windows\System32\drivers\mssmbios.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,36569a5119a919a507bf0f556bfef8bf,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\nvstor.sys,,nvstor,SS0003AHL,nvstor,C:\Windows\System32\drivers\nvstor.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6a2c2120e778c20de558ccbcbc19e224,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,The Network Setup Service manages the installation of network drivers and permits the configuration of low-level network settings.  If this service is stopped  any driver installations that are in-progress may be cancelled.,Network Setup Service,SS0003AHL,NetSetupSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\registry.sys,Provides a virtual registry view for processes running within Windows Containers,Virtual Registry for Containers,SS0003AHL,clreg,C:\Windows\System32\drivers\registry.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,7bac00601e953159d7d0e108a90036f5,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\HyperVideo.sys,,HyperVideo,SS0003AHL,HyperVideo,C:\Windows\System32\drivers\HyperVideo.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,f0f8e0bbf7279e247290d74ce8910cd8,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\pdc.sys,Power Dependency Coordinator Driver,pdc,SS0003AHL,pdc,C:\Windows\System32\drivers\pdc.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,d0785a9bc48b2b6003303a7e8916d7ce,The file is signed and the signature was verified.,true,0
C:\Windows\system32\UI0Detect.exe,Enables user notification of user input for interactive services  which enables access to dialogs created by interactive services when they appear. If this service is stopped  notifications of new interactive service dialogs will no longer function and there might not be access to interactive service dialogs. If this service is disabled  both notifications of and access to new interactive service dialogs will no longer function.,Interactive Services Detection,SS0003AHL,UI0Detect,C:\Windows\System32\UI0Detect.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,a9ff03736f6369562621918e12117ddd,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\ndis.sys,NDIS System Driver,NDIS System Driver,SS0003AHL,NDIS,C:\Windows\System32\drivers\ndis.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,fc71044b4ef8c61877adf09c3454aa52,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalService,Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled  though doing so will degrade application performance.,Windows Font Cache Service,SS0003AHL,FontCache,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,741d8feeba91a40f2d6a9fda67cc6f0f,The file is signed and the signature was verified.,true,648
